BAPID,Name,Standard,Std,F_type,Species ,Star_Stat,Country,Company ,Parent_Company ,latitude,longitude,Expiration,Language_Pref,M_tons_2015,Hatch_Output,Mill_Output,2015_CB,2015_Aud,2015_Min_N,2015_Maj_N,2015_Crt_N,M_tons_2016,2016_Aud,2016_Min_N,2016_Maj_N,2016_Crt_N
F10193,Aquacorporacion Internacional S.A.,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,Costa Rica,Aquacorporacion Internacional S.A.,Aquacorporacion Internacional S.A.,10.40486831,-85.11260705,8/8/17,TBD,15787.146,,,Global Trust,Ralph Parkman,0,0,0,,,,,
F10194,Pisciciola New York S.A.,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,Colombia,Pisciciola New York S.A.,Pisciciola New York S.A.,2.650312822,-75.45431442,8/14/17,TBD,3323.42,,,NSF International,Angela Caporelli,4,0,0,,,,,
F10206,Zhuhai Yihai Aquatic Co. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Zhuhai Yihai Aquatic Co. Ltd.,Zhuhai Yihai Aquatic Co. Ltd.,22.10666667,113.2486111,8/9/17,TBD,7313,,,NSF International,Yaddo Chen,5,0,0,,,,,
F10207,Arca Biru sdn. Bhd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Malaysia,Arca Biru sdn. Bhd.,Arca Biru sdn. Bhd.,6.239825,100.2311111,12/9/16,TBD,564.934,,,SGS India Pvt. Ltd.,Wawan Somala,5,2,0,,,,,
F10213,Chengmai Xingyuan Development Co. Ltd. Hainan,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Chengmai Xingyuan Development Co. Ltd. ,Chengmai Xingyuan Development Co. Ltd. ,19.48685845,109.8481545,11/25/17,TBD,2759.392,,,NSF International,T.D. Babu,4,2,0,,,,,
F10215A,Srisuban Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Aquapool Co. Ltd.,Aquapool Co. Ltd.,9.242628333,99.57629333,11/5/17,TBD,186.365,,,NSF International,Suzette Licop,2,0,0,,,,,
F10215B,Srisuban Farm 3,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Aquapool Co. Ltd.,Aquapool Co. Ltd.,9.263055556,99.55944444,11/5/17,TBD,222.2,,,NSF International,Suzette Licop,1,1,0,,,,,
F10215C,Srivichai Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Aquapool Co. Ltd.,Aquapool Co. Ltd.,9.208316667,99.23743333,11/5/17,TBD,50,,,NSF International,Suzette Licop,6,1,0,,,,,
F10219,Phan Hoang Duy Phong Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Nhatrang Seaproducts Co.,Nhatrang Seaproducts Co.,12.61332947,109.1937483,12/30/17,TBD,806,,,SGS India Pvt. Ltd.,Dam Thi Xuan Trang,2,0,0,,,,,
F10228,Thuan Phuoc Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Thuan Phuoc Farm,Thuan Phuoc Seafood and Trading Corp Farm,16.72602401,107.3989324,3/30/18,TBD,1289,,,NSF International,Son Nguyen,2,0,0,,,,,
F10241,Beeramgunta Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Devi Seafoods Ltd.,Devi Seafoods Ltd.,15.504282,80.157268,11/23/17,TBD,306,,,NSF International,Amar Garapati,8,0,0,,,,,
F10242,Krishna Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India, Satya Seafoods Pvt Ltd, Satya Seafoods Pvt Ltd,16.77612512,82.26939082,6/6/17,TBD,49.3,,,SGS India Pvt. Ltd.,A.B. Ch. Mohan,8,3,0,,,,,
F10243,Bhatt Farm & Dash Farm,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,West Coast Frozen Foods,West Coast Frozen Foods,20.790023,72.854681,5/27/17,TBD,281,,,SGS India Pvt. Ltd.,A.B. Ch. Mohan,12,2,0,,,,,
F10244,I. Surya Rao,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India, Suryamitra Exim Pvt , Suryamitra Exim Pvt ,16.68550673,81.47375128,9/24/17,TBD,182.272,,,NSF International,T.D. Babu,5,2,0,,,,,
F10247,Guangzhou Luxe Seafood Enterprise Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Guangzhou Luxe Seafood Enterprise Ltd.,Guangzhou Luxe Seafood Enterprise Ltd.,23.32012729,113.3127741,9/5/17,TBD,2582,,,NSF International,Yaddo Chen,4,1,0,,,,,
F10249A,Camimex Farm 1,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Camimex,Camimex,8.829158333,105.153825,8/3/17,TBD,,,,NSF International,Son Nguyen,1,2,0,,,,,
F10249B,Camimex Farm 2 ,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Camimex,Camimex,8.829194444,105.1629056,8/3/17,TBD,28,,,NSF International,Nguyen Ngoc Son,3,0,0,,,,,
F10253,My Xuong Farm ,Finfish and Crustacean Farm Standard,4,Farm,Pangasius,,Vietnam,Vinh Hoan Corporation,Vinh Hoan Corporation,10.38330556,105.7245,11/15/17,TBD,4420,,,SGS Vietnam,Dam Thi Xuan Trang,4,0,0,,,,,
F10254,Jiatan Reservoir Tilapia Cage Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Jiatan Reservoir Tilapia Cage Farm,Jiatan Reservoir Tilapia Cage Farm,19.65222222,110.0388889,11/26/17,TBD,,,,NSF International,Shibiao Wang,0,0,0,,,,,
F10257,Finca Ixtan,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Guatemala,Novaguatemala S.A.,Novaguatemala S.A.,14.30694444,-91.901111,3/28/17,TBD,835.66,,,NSF International,Feng-Hsin Chang,3,1,0,,,,,
F10259A,Kona Machilipatnam,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India ,Nekkanti Seafoods Ltd.,Nekkanti Seafoods Ltd.,16.081956,81.115152,3/27/17,TBD,,,,SGS India Pvt. Ltd.,A.B. Ch. Mohan,10,3,0,,,,,
F10259B,Srinivasa Marines,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Nekkanti Seafoods Ltd.,Nekkanti Seafoods Ltd.,16.811194,82.248359,3/27/17,TBD,,,,SGS India Pvt. Ltd.,A.B. Ch. Mohan,11,2,0,,,,,
F10263,Best Aquaculture Practices 3,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Thailand,Andaman Seafood Co. Ltd.,Andaman Seafood Co. Ltd.,9.2537697,99.2087304,6/29/17,TBD,175.851,,,NSF International,Panida Pongviratchai,1,1,0,,,,,
F10264,Tan Loc Farm,Finfish and Crustacean Farm Standard,4,Farm,Pangasius,,Vietnam,NTSF Seafoods JSC,NTSF Seafoods JSC,10.43270278,104.5595056,12/28/17,TBD,6000,,,Bureau Veritas Certification Vietnam ,Nguyen Hong Linh,5,0,0,,,,,
F10265,Devi Fisheries Private Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,India,Devi Fisheries Private Ltd.,Devi Fisheries Private Ltd.,15.502506,80.164355,1/18/18,TBD,158,,,SGS India Pvt. Ltd.,A.B. Ch. Mohan,10,2,0,,,,,
F10266A,Curry Cove Sea Farm,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,44.92872587,-66.93624172,6/14/14,TBD,,,,Global Trust,Conrad Powell,2,0,0,,,,,
F10266B,Man- o- War,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,44.9181,-66.93725,7/14/17,TBD,1200,,,Global Trust,Howard Rees,6,0,0,,,,,
F10266C,Davidson Head (Quoddy),Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,45.0120224,-66.9803587,7/6/17,TBD,1632,,,Acoura Marine,Matthew James,6,1,0,,,,,
F10266D,Otter Cove Sea Farm,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,44.92023003,-66.93016834,7/14/17,TBD,,,,Acoura Marine,Paul Macintyre,0,0,0,,,,,
F10266E,Birch Point,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,45.06025683,-66.83253679,11/22/15,TBD,593,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10266F,Long Island,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,44.67596517,-66.71172752,9/18/15,TBD,1557.5,,,Global Trust,Conrad Powell,3,0,0,,,,,
F10266G,Granger Cove,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,45.06397242,-66.81349375,12/3/15,TBD,884.8,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10266H,Bar Island Sea Farm,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,45.038639,-66.84335146,9/10/16,TBD,900,,,Global Trust,Ralph Parkman,2,0,0,,,,,
F10266I,Limekiln Sea Farm,Salmon Farm Standard,1,Farm,Salmon,,Canada,Northern Harvest Sea Farms,Northern Harvest Sea Farms,45.0601962,-66.83240805,9/10/16,TBD,1400,,,Global Trust,Ralph Parkman,2,0,0,,,,,
F10267A,Maude Island,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,50.85426667,-126.75715,3/19/16,TBD,860,,,Acoura Marine,Matthew James,4,0,0,,,,,
F10267B,Raza Island,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,50.32106667,-125.0073833,11/24/17,TBD,2314,,,Acoura Marine,Matthew James,6,0,0,,,,,
F10267C,Sir Edmund Bay,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,50.83053333,-126.59755,12/31/18,TBD,1000,,,Acoura Marine,Matthew James,6,0,0,,,,,
F10267D,Bare Bluff,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.32794444,-125.7961111,1/24/18,TBD,2640,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267E,McIntyre Lake,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.30658333,-125.7888889,1/8/16,TBD,2640,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267F,Westside,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.27908333,-125.8308167,1/27/18,TBD,2640,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267G,Burdwood,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,50.7975,-126.4944333,3/30/17,TBD,2979,,,NSF International,Edward Shallenberger,1,0,0,,,,,
F10267H,Brent Island,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,50.28655,-125.3482833,7/20/17,TBD,3000,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267I,Venture Point,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,50.30233333,-125.3378833,7/20/17,TBD,3000,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267J,Miller Channel,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.37483333,-126.0927833,1/24/17,TBD,2640,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267K,Plover Point ,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.21427803,-125.7672752,7/21/17,TBD,2640,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267L,Bawden Point,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.18366,-126.00547,7/20/17,TBD,2640,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10267M,Saranac Island,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.24701111,-125.9081083,3/30/17,TBD,1588,,,NSF International,Edward Shallenberger,1,0,0,,,,,
F10267N,Mussel Rock,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.257,-125.924,1/24/17,TBD,2466,,,Acoura Marine,Robert Kelly,3,0,0,,,,,
F10267O,Dixon Bay,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.24251,-126.091,1/24/17,TBD,2121,,,Acoura Marine,Robert Kelly,3,0,0,,,,,
F10267P,Ross Pass,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.32458611,-126.0498889,1/24/17,TBD,1998,,,Acoura Marine,Robert Kelly,3,0,0,,,,,
F10267Q,Fortune Channel,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.23423333,-125.7517667,3/30/17,TBD,2640,,,NSF International,Edward Shallenberger,1,0,0,,,,,
F10267R,Rant Point,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.23423333,-125.7517667,3/30/17,TBD,2640,,,NSF International,Edward Shallenberger,1,0,0,,,,,
F10267S,Binns,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq Canada Ltd.,Cermaq,49.34144302,-125.9531845,1/27/18,TBD,"2,640",,,,,,,,,,,,
F10267T,Bedwell,Salmon Farm Standard,1,Farm,Salmon,,Canada,Cermaq-Canada,Cermaq,49.26943333,-125.8105167,1/24/17,TBD,4628,,,Acoura Marine,Robert Kelly,3,0,0,,,,,
F10268A,Noo-LA,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,50.6077,-126.3633167,1/30/18,TBD,4400,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10268B,Muchalat South Site,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.63851667,-126.3301167,6/25/16,TBD,3900,,,Global Trust,Conrad Powell,2,0,0,,,,,
F10268C,Muchalat North Site,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.6452,-126.3440667,6/25/16,TBD,4100,,,Global Trust,Conrad Powell,2,0,0,,,,,
F10268D,Kunechin,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.63527088,-123.7826796,1/9/16,TBD,1500,,,Global Trust,Conrad Powell,2,0,0,,,,,
F10268E,Esperanza,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.87828833,-126.7616233,1/30/18,TBD,3600,,,Global Trust,Conrad Powell,3,0,0,,,,,
F10268F,Barnes Bay,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,50.32433,-125.2605583,1/9/17,TBD,2635.45,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10268G,Steamer Point,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.887605,-126.7908783,1/30/18,TBD,3600,,,Global Trust,Conrad Powell,3,0,0,,,,,
F10268H,Concepcion Farm- West,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.6595,-126.4796,1/30/17,TBD,1305.14,,,Global Trust,Conrad Powell,2,0,0,,,,,
F10268I,Williamson Passage- West,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.65621,-126.43114,1/30/17,TBD,1320.21,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10268J,Culloden,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.79609667,-124.098635,4/3/17,TBD,860.23,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10268K,Site 13- East,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.62855167,-123.8445767,1/30/18,TBD,358.5,,,Global Trust,Deborah Brister,4,0,0,,,,,
F10268L,Salten,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.61542167,-123.831955,1/30/18,TBD,932.8,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10268M,Vantage Point - East,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.67097,-123.86142,1/30/17,TBD,469.29,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10268O,Atrevida Point - West,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.65901,-126.4521,1/30/17,TBD,2123.91,,,Global Trust,Conrad Powell,3,0,0,,,,,
F10268P,Ahlstrom Point - East,Salmon Farm Standard,1,Farm,Salmon,,Canada,GriegSeafood- Canada,GriegSeafood,49.77853,-124.15433,4/3/17,TBD,824.59,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10268Q,Wa-Kwa,Salmon Farm Standard,1,Farm,Salmon,,Canada,Grieg Seafood Ltd.,Grieg Seafood Ltd.,50.59967602,-126.359016,1/30/18,TBD,,,,,,,,,,,,,
F10268R,"Grieg Seafood BC, Ltd. Module 1 - Site Gore",Finfish and Crustacean Farm Standard,3,Hatchery,Salmon,,Canada,"Grieg Seafood BC, Ltd. Module 1 - Site Gore","Grieg Seafood BC, Ltd. Module 1 - Site Gore",49.64708056,-126.4329778,12/11/18,,,,,,,,,,,,,,
F10271,The Second Aquafarm of Zhuhai Fumin Tilapia Aquafarm & Research Co. Ltd.,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China, Zhuhai Fumin Tilapia Aquafarm & Research Co. Ltd., Zhuhai Fumin Tilapia Aquafarm & Research Co. Ltd.,22.04938028,113.2120247,4/3/17,TBD,3031.1,,,NSF International,Yaddo Chen,6,0,0,,,,,
F10273A,Porcelana Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.46457778,-72.44398889,7/3/16,TBD,3538,,,Acoura Marine,Robert Kelly,1,2,0,,,,,
F10273B,Pilpilehue Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.72490556,-73.60887222,3/2/18,TBD,3538,,,Acoura Marine,Robert Kelly,1,0,0,,,,,
F10273C,Marlimo,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.22508056,-72.53304444,7/3/16,TBD,3538,,,Acoura Marine,Robert Kelly,6,0,0,,,,,
F10273D,Leptepu Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-41.98106389,-72.49257222,7/3/16,TBD,3538,,,Acoura Marine,Robert Kelly,2,1,0,,,,,
F10273E,Cahuelo Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.25702222,-72.43808889,7/3/16,TBD,3538,,,Acoura Marine,Robert Kelly,2,0,0,,,,,
F10273F,Izaza Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-44.56274167,-74.22981111,8/10/17,TBD,1691,,,NSF International,Marco Daza,0,1,0,,,,,
F10273G,Punta Islotes,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.881225,-72.76916667,8/10/17,TBD,3165.168,,,NSF International,Marco Daza,2,0,0,,,,,
F10273I,Licha Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-44.35068056,-73.73330556,3/21/17,TBD,4500,,,Acoura Marine,Mario Pasten,2,1,0,,,,,
F10273J,Loncochalgua Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.37102222,-72.43393333,3/18/17,TBD,3502,,,NSF International,Edward Shallenberger,4,0,0,,,,,
F10273K,Ahoni Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.74951389,-73.58512778,3/18/18,TBD,4409,,,NSF International,Edward Shallenberger,1,0,0,,,,,
F10273L,Cabudahue Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.55630556,-72.61328889,4/28/16,TBD,3538,,,Acoura Marine,Robert Kelly,5,0,0,,,,,
F10273M,Fiordo Largo Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.54733333,-72.53809167,4/28/16,TBD,3538,,,Acoura Marine,Robert Kelly,5,0,0,,,,,
F10273N,Puerto Argentino ,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.56724167,-72.56198056,8/10/17,TBD,3538,,,Acoura Marine,Robert Kelly,5,0,0,,,,,
F10273O,Bahia Edwards,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-42.74155278,-73.01085,8/10/17,TBD,3538,,,NSF International,Marco Daza,2,0,0,,,,,
F10273Q,Lamalec Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-44.40044178,-73.6441864,2/7/15,TBD,4700,,,NSF International,Marco Daza,4,1,0,,,,,
F10273S,Forsyth Farm,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-44.28393056,-74.23821111,3/21/17,TBD,4500,,,Acoura Marine,Mario Pasten,4,1,0,,,,,
F10273T,Johnson 2 ,Salmon Farm Standard,1,Farm,Salmon,,Chile,Salmones Camanchaca S.A.,Camanchaca Group,-44.34786418,-74.26199569,3/20/17,TBD,4500,,,Acoura Marine,Mario Pasten,2,1,0,,,,,
F10273U,Camanchaca S.A. - Chonos,Finfish and Crustacean Farm Standard,4,Farm,Salmon,,Chile,Camanchaca S.A. - Chonos,Camanchaca S.A. - Chonos,-44.36495,-73.77969444,12/5/18,,,,,,,,,,,,,,
F10273V,Camanchaca S.A. - Leucayec,Finfish and Crustacean Farm Standard,4,Farm,Salmon,,Chile,Camanchaca S.A. - Leucayec,Camanchaca S.A. - Leucayec,-44.11749722,-73.66043889,12/5/18,,,,,,,,,,,,,,
F10274,Quoc Viet Shrimp Farm ,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Vietnam,Quoc Viet Co.,Quoc Viet Co.,9.1693,105.2412444,9/19/17,TBD,432,,,SGS Vietnam,Dam Thi Xuan Trang,5,2,0,,,,,
F10283,PT. Delta Guna Sukes - Mega Marine,Finfish and Crustacean Farm Standard,4,Farm,Shrimp,,Indonesia,Sea Master Group Co.,Sea Master Group Co.,-8.386944444,113.4055556,6/27/17,TBD,603,,,Global Trust,Dr. Sukenda,2,0,0,,,,,
F10287,Wenchang Xiwei Aquaculture Farm,Finfish and Crustacean Farm Standard,4,Farm,Tilapia,,China,Hainan Qinfu Foods Co. Ltd.,Hainan Qinfu Foods Co. Ltd.,19.88027778,110.6836111,7/5/16,TBD,1804.282,,,NSF International,Yaddo Chen,2,0,0,,,,,
F10290A,Lees Bay,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.4055,-125.7028333,12/20/18,TBD,2550,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10290AA,Bell Island (Nursery),Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.83224486,-127.5206271,10/1/16,TBD,600,,,Global Trust,Cormac O'Sullivan,,,,,,,,
F10290AB,Ghi-Ya (Bull Harbour),Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest Canada Inc.,Marine Harvest,50.8999,-127.97322,6/10/17,TBD,,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10290AC,Chancellor Channel,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest Canada Inc.,Marine Harvest,50.41348956,-125.658744,12/20/18,TBD,,,,,,,,,,,,,
F10290AD,Shelter Passage,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest Canada Inc.,Marine Harvest,50.88229185,-127.4967224,12/20/18,TBD,,,,,,,,,,,,,
F10290AE,Marine Harvest Canada Inc. - Cougar Bay,Finfish and Crustacean Farm Standard,4,Farm,Salmon,,Canada,Marine Harvest Canada Inc. - Cougar Bay,Marine Harvest Canada Inc. - Cougar Bay,52.72061667,-128.5761167,11/20/18,,,,,,,,,,,,,,
F10290AF,Marine Harvest Canada Inc. - Alexander Inlet,Finfish and Crustacean Farm Standard,4,Farm,Salmon,,Canada,Marine Harvest Canada Inc. - Alexander Inlet,Marine Harvest Canada Inc. - Alexander Inlet,52.67686667,-128.57535,11/20/18,,,,,,,,,,,,,,
F10290AG,Marine Harvest Canada Inc. - Wanx Talis (Heath Bay),Finfish and Crustacean Farm Standard,4,Farm,Salmon,,Canada,Marine Harvest Canada Inc. - Wanx Talis (Heath Bay),Marine Harvest Canada Inc. - Wanx Talis (Heath Bay),50.89321667,-127.8956833,11/20/18,,,,,,,,,,,,,,
F10290AH,Marine Harvest Canada Inc. - Larsen Island,Finfish and Crustacean Farm Standard,4,Farm,Salmon,,Canada,Marine Harvest Canada Inc. - Larsen Island,Marine Harvest Canada Inc. - Larsen Island,50.60166667,-126.6256667,11/20/18,,,,,,,,,,,,,,
F10290B,Phillips Arm Site,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.488,-125.355,12/20/18,TBD,2550,,,Global Trust,Conrad Powell,1,0,0,,,,,
F10290C,Port Elizabeth (Nursery),Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.6701608,-126.4764753,3/25/16,TBD,2860,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10290D,Sonora Point ,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.42576667,-125.30665,12/20/18,TBD,3300,,,Global Trust,Conrad Powell,1,2,0,,,,,
F10290E,Mahatta East,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.47393333,-127.7988167,11/11/15,TBD,4535,,,Acoura Marine,Robert Kelly,0,0,0,,,,,
F10290F,Mahatta West,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.46953333,-127.8375,11/11/15,TBD,4535,,,Acoura Marine,Robert Kelly,1,0,0,,,,,
F10290G,Sheep Passage,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,52.79553333,-128.3141,12/20/18,TBD,4165,,,Acoura Marine,Robert Kelly,1,0,0,,,,,
F10290H,Midsummer Island ,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.65694444,-126.6666667,5/18/17,TBD,3085.83,,,Global Trust,Conrad Powell,0,0,0,,,,,
F10290I,Glacier Falls ,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.5035,-126.18,2/19/17,TBD,2400,,,NSF International,Edward Shallenberger,0,0,0,,,,,
F10290J,Marsh Bay,Salmon Farm Standard,1,Farm,Salmon,,Canada,Marine Harvest-Canada,Marine Harvest,50.906,-127.34,2/19/17,TBD,3500,,,NSF International,Edward Shallenberger,0,0,0,,,,,
